video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y0NMnJXcrhPo,"Whip; Whack, thwack; Whoosh, swoosh, swish","Whoosh, swoosh, swish",1.844,1,3,1
Y0noFcocWRzw,Glass; Breaking; Shatter,Glass; Breaking,1.739,2,3,2
Y0NW8rsCj6xQ,Ping; Bouncing; Speech,Ping,1.683,1,3,1
Y0NZLG7HMiLg,"Vehicle; Machine gun; Gunshot, gunfire",Wind; Wind noise (microphone); Fire,1.805,0,3,3
Y0O-gZoirpRA,"Vehicle; Car; Music; Car passing by; Race car, auto racing; Tire squeal; Motor vehicle (road)",Car; Reversing beeps,1.750,1,7,2
Y0OFlTh2_Obo,"Owl; Hoot; Speech; Animal; Domestic animals, pets; Whimper","Speech; Yip; Bow-wow; Canidae, dogs, wolves",1.812,1,6,4
Y0OhqyNGlJYE,Wood; Hammer; Chop,Knock,1.769,0,3,1
Y0oI0BvmTLvA,Alarm clock; Music; Clock; Doorbell,Music; Alarm clock; Clock,1.731,3,4,3
Y0Olm321vgk8,Music; Singing; Tambourine; Gospel music; Speech; Choir; Christian music; Male singing; Wedding music,Male singing; Music,1.853,2,9,2
Y0onKcFY1Tu0,Frog; Croak,Frog; Croak,1.890,2,2,2
Y0oudYrPGNN8,"Speech; Music; Inside, small room; Doorbell; Ding-dong",Music; Doorbell,1.760,2,5,2
Y0OY8XXZ98rw,Music; Heavy metal; Progressive rock; Angry music; Punk rock; Rock and roll; Grunge; Rock music; Musical instrument,Male singing; Synthetic singing; Music,1.887,1,9,3
Y0OYlHvyfNk4,Music; Ska; Maraca; Rattle (instrument),Music; Swing music; Funk; Music of Latin America; Music of Africa; Ska,1.826,2,4,6
Y0p7J0O8ew0k,Vehicle; Speech; Engine; Truck; Idling; Vibration; Lawn mower,Speech; Crack,1.727,1,7,2
Y0pewITE1550,Percussion; Drum; Snare drum; Drum roll; Bass drum; Music; Drum kit; Rimshot; Wood block; Musical instrument,Music; Roll,1.730,1,10,2
Y0pHPUaSSEWc,"Speech; Fusillade; Gunshot, gunfire; Machine gun",Fusillade,1.651,1,4,1
Y0pHTgC1Frnw,"Music; Marimba, xylophone; Glockenspiel; Mallet percussion; Vibraphone; Musical instrument","Tubular bells; Mallet percussion; Marimba, xylophone; Glockenspiel",1.804,3,6,4
Y0PHUQku2P5I,Opera; Music; Classical music; Singing; Speech; Orchestra; Choir,Choir; Music; Opera; Song,1.751,3,7,4
Y0PKdFG3iB8w,Music; Sitar; Tabla; Classical music; Musical instrument; Applause; Carnatic music; Percussion; Plucked string instrument; Bowed string instrument,Percussion; Drum; Tabla,1.757,2,10,3
Y0pLgOm0xgjY,"Music; Smash, crash; Whack, thwack","Smash, crash",1.856,1,3,1
Y0PMFAO4TIU4,Music; Afrobeat; Music of Africa,Music; Jazz,1.772,1,3,2
Y0PQYNtIBVf4,"Vehicle; Aircraft; Propeller, airscrew; Helicopter; Fixed-wing aircraft, airplane; Aircraft engine; Outside, rural or natural",Jet engine; Engine; Idling,1.690,0,7,3
Y0pyk5xo7XAI,"Vehicle; Car; Flap; Accelerating, revving, vroom; Outside, urban or manmade",Rustle,1.685,0,5,1
Y0pYpyy1VXdM,"Speech; Children playing; Child speech, kid speaking; Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Outside, urban or manmade; Mouse","Speech; Child speech, kid speaking; Bird; Squawk; Outside, rural or natural",1.678,3,8,5
Y0q1wOYCfLlQ,Steam whistle; Steam; Hiss; Train whistle,Steam; Steam whistle,1.727,2,4,2
Y0QabiRBcEKc,Speech; Pink noise; Waterfall,"Speech; Male speech, man speaking; Pink noise",1.775,2,3,3
Y0QdEYUt4LL8,"Speech; Boiling; Inside, small room; Liquid; Patter",Fire,1.767,0,5,1
Y0qDs_aC0LwI,Music; Scratching (performance technique); Scratch; Hip hop music,Mouse; Music,1.656,1,4,2
Y0QqQ1j1vBgw,"Speech; Music; Aircraft; Propeller, airscrew; Vehicle; Fixed-wing aircraft, airplane; Helicopter; Aircraft engine","Speech; Music; Vehicle; Aircraft; Propeller, airscrew; Fixed-wing aircraft, airplane; Engine",1.772,6,8,7
Y0QSPtpp1HN8,Organ; Hammond organ; Music; Musical instrument; Keyboard (musical); Piano; Classical music,Keyboard (musical); Piano; Organ; Hammond organ,1.753,4,7,4
Y0QTme5iyg4A,"Speech; Burst, pop; Explosion; Firecracker",Speech; Explosion,1.763,2,4,2
Y0QYedLfOwcI,Speech; Fart,Speech; Fart,1.720,2,2,2
Y0qZ54ovyEWQ,"Speech; Telephone; Telephone dialing, DTMF; Inside, small room; Telephone bell ringing","Speech; Telephone dialing, DTMF; Inside, small room",1.794,3,5,3
Y0R6KIVvlyfQ,"Speech; Conversation; Female speech, woman speaking; Narration, monologue",Hum; Mains hum,1.724,0,4,2
Y0R85JknaH-w,"Speech; Splash, splatter; Child speech, kid speaking; Water; Slosh","Speech; Splash, splatter",1.748,2,5,2
Y0rbUCEM20aw,Speech; Music,Speech; Bang,1.736,1,2,2
Y0RcMzUdXDRQ,Music; Music for children; Singing,Music; Jazz; Dance music,1.741,1,3,3
Y0Rg7tKJWk2w,"Speech; Vehicle; Fixed-wing aircraft, airplane; Aircraft",Speech; Gurgling,1.809,1,4,2
Y0RgGrVklaao,Rain on surface; Rain; Fire; Music; Raindrop; Boom; Thunderstorm; Explosion; Thunder,Music; Boom,1.815,2,9,2
Y0RGXyIbiHa4,White noise,Rattle,1.783,0,1,1
Y0RJa3t8qZS4,Music; Rapping; Hip hop music; Speech,Rapping; Music; Hip hop music; Music of Africa,1.731,3,4,4
Y0Rjyih3W0Is,"Flute; Music; Wind instrument, woodwind instrument; Musical instrument","Wind instrument, woodwind instrument; Flute",1.786,2,4,2
Y0RMYLychMXc,Speech; Music; Basketball bounce; Vehicle,"Hubbub, speech noise, speech babble",1.786,0,4,1
Y0rNQE7fccQg,Vehicle; Reversing beeps; Truck; Speech; Air brake,Vehicle; Air brake,1.704,2,5,2
Y0Rp0mQTZF2o,Speech; Rumble; Music,Speech; Music; Gurgling,1.678,2,3,3
Y0rqmPdr352Q,"Animal; Snake; Music; Outside, rural or natural; Environmental noise; Wild animals",Rattle; Rattle (instrument),1.711,0,6,2
Y0Rt6sNb3P8o,Theremin; Whistle; Music; Speech,Scary music,1.879,0,4,1
Y0RyzdrZgrus,"Speech; Music; Burst, pop; Smash, crash","Speech; Music; Burst, pop",1.668,3,4,3
Y0rz3h0ghprk,"Speech; Inside, small room; Crumpling, crinkling; Crunch; Crack","Speech; Crumpling, crinkling",1.827,2,5,2
Y0rzB4A1PjnA,Speech; Clicking,Clicking,1.704,1,2,1
Y0RZRFj7zDnQ,Cello; Double bass; Bowed string instrument; Music; Musical instrument,Bowed string instrument; Cello; Double bass,1.786,3,5,3
Y0s0Uy0-zBa0,Sonar; Cacophony,Music; Sidetone,1.718,0,2,2
Y0S2mvjzH_xQ,Speech; Pour; Fusillade,Environmental noise,1.680,0,3,1
Y0s6gEV9d52I,"Speech; Buzzer; Electric shaver, electric razor",Speech; Buzzer,1.787,2,3,2
Y0saogke2Mec,"Gunshot, gunfire; Artillery fire; Machine gun","Thump, thud",1.660,0,3,1
Y0sE4JvKFpMI,Speech; Cheering; Crowd; Music; Noise; Cacophony,Speech; Slosh,1.576,1,6,2
Y0sfFYUPAANk,"Music; Smash, crash; Whack, thwack; Whoosh, swoosh, swish; Boom","Whoosh, swoosh, swish",1.833,1,5,1
Y0SLv6CmZas8,Speech; Music,Speech; Music; Rustling leaves,1.754,2,2,3
Y0slyl34xWug,"Speech; Stream; Waterfall; Trickle, dribble; Water","Speech; Splash, splatter",1.742,1,5,2
Y0SNhAKyXtC8,Zither; Music; Pizzicato; Harp; Musical instrument,Music; Traditional music,1.701,1,5,2
Y0SnjS2w_c80,Music; Didgeridoo; Speech,Music; Didgeridoo,1.760,2,3,2
Y0soVCtJgDTk,Music; Speech; Single-lens reflex camera,Music; Single-lens reflex camera,1.756,2,3,2
Y0sPVAP17w2U,"Music; Musical instrument; Violin, fiddle; Sad music",Music; New-age music,1.683,1,4,2
Y0ssOpzqkojU,Music; Electric piano; Piano; Keyboard (musical); Musical instrument; Theremin,Keyboard (musical); Harpsichord,1.665,1,6,2
Y0sstijfm2nM,Music; Speech; Crowd; Whoop; Cheering; Singing,"Shout; Singing; Music; Inside, large room or hall; Inside, public space",1.805,2,6,5
Y0sYXPO7lzco,"Speech; Vehicle; Bus; Car; Music; Traffic noise, roadway noise",Speech; Music; Vehicle; Bicycle,1.841,3,6,4
Y0tgNg0MHgxc,"Speech; Music; Whack, thwack; Smash, crash; Thump, thud; Thunk",Wood; Splinter,1.662,0,6,2
Y0TiEO149Ydc,Music; Singing; Female singing; Musical instrument; Guitar; Plucked string instrument; Child singing; Acoustic guitar; Strum; Speech,Music; Jazz,1.752,1,10,2
Y0TKyCw1Ykq8,Vehicle; Car; Scrape; Car passing by; Skidding,Rustle,1.750,0,5,1
Y0toUq9UHCSA,"Vehicle; Aircraft; Fixed-wing aircraft, airplane; Aircraft engine; Jet engine; Propeller, airscrew","Vehicle; Propeller, airscrew",1.829,2,6,2
Y0trWdhSvab4,Music; Singing; Gospel music; Choir; Country; Rock and roll,Clapping; Music,1.723,1,6,2
Y0TSOlaZXXM8,Music; Bass guitar; Musical instrument; Guitar; Plucked string instrument; Electric guitar,Music; Musical instrument; Plucked string instrument; Guitar; Bass guitar; Tapping (guitar technique),1.731,5,6,6
Y0TV9zvfwFhs,Music; Rhythm and blues; Soul music,Male singing; Synthetic singing; Music,1.723,1,3,3
Y0TvuLbDrd6g,"Animal; Dog; Domestic animals, pets; Canidae, dogs, wolves; Whimper (dog); Speech",Animal; Goat,1.895,1,6,2
Y0U20V7Kh_kc,Speech; Wood; Tools,"Speech; Chink, clink",1.810,1,3,2
Y0u5dddSWuj8,"Bagpipes; Music; Wind instrument, woodwind instrument; Speech","Wind instrument, woodwind instrument; Bagpipes",1.780,2,4,2
Y0U7mQ5GYMX8,Music; Tabla; Carnatic music; Middle Eastern music; Singing; Music of Asia; Musical instrument; Percussion,Percussion; Tabla,1.851,2,8,2
Y0U9_6RyH3_M,"Mouse; Rodents, rats, mice; Squeak; Music; Animal",Mouse,1.706,1,5,1
Y0Ubu4BqSWmU,Music; Hip hop music; Rapping; Rhythm and blues,Music; Tender music,1.867,1,4,2
Y0UF1FHDPM1A,"Speech; Slap, smack; Snicker; Chuckle, chortle",Speech; Snicker,1.839,2,4,2
Y0unBNMBYhwQ,Music; Speech,Speech; Music; Crunch,1.686,2,2,3
Y0V7-w8K3Fgw,"Speech; Inside, small room; Female speech, woman speaking","Speech; Chink, clink",1.552,1,3,2
Y0VCK8rLKXKA,Music; Musical instrument; Guitar; Plucked string instrument; Strum; Acoustic guitar; Singing,Flamenco,1.750,0,7,1
Y0vFPs6XsU_Q,Music; Singing; Music of Asia; Music of Bollywood; Pop music,Male singing; Female singing; Music,1.821,1,5,3
Y0vg9qxNKXOw,Arrow; Speech; Chop,Speech; Skateboard; Slam,1.810,1,3,3
Y0VjPCd62oKg,Quack; Duck; Music; Animal; Fowl; Honk,Duck; Music,1.759,2,6,2
Y0VnKeRijmM8,"Speech; Music; Shatter; Inside, large room or hall; Breaking; Groan","Smash, crash",1.762,0,6,1
Y0vSmiq7CrCk,"Neigh, whinny; Horse; Animal","Animal; Horse; Neigh, whinny",1.760,3,3,3
Y0vXqf9ix8LE,Insect; Cricket; Speech; Animal,Insect; Cricket,1.807,2,4,2
Y0W1sNicXboU,"Speech; Splash, splatter; Music; Stream; Slosh; Boat, Water vehicle; Vehicle","Speech; Music; Water; Splash, splatter",1.733,3,7,4
Y0w7pCxwXzVc,Speech; Fire; Chop,Wind; Wind noise (microphone); Fire,1.775,1,3,3
Y0wgqpjfTmJI,"Speech; Music; Sewing machine; Inside, small room",Speech; Music; Zipper (clothing),1.762,2,4,3
Y0Wkk9iNzA9c,"Domestic animals, pets; Dog; Animal; Growling; Bark; Canidae, dogs, wolves; Bow-wow; Yip","Animal; Domestic animals, pets; Dog; Growling; Canidae, dogs, wolves",1.895,5,8,5
Y0wM_qR6Yihk,Music; Musical instrument; Guitar; Jazz; Drum kit; Drum; Plucked string instrument,Swing music,1.724,0,7,1
Y0wp4JNMogzQ,"Music; Piano; Keyboard (musical); Musical instrument; Marimba, xylophone; Glockenspiel; Electric piano; Mallet percussion; Ding-dong",Tubular bells,1.836,0,9,1
Y0wYi8B9PXDY,Humming; Mantra,Humming; Music; Beatboxing,1.876,1,2,3
Y0wzsE67O5tE,Music; Musical instrument; Guitar; Plucked string instrument; Electric guitar; Strum; Acoustic guitar; Bass guitar; Blues,Music; Musical instrument; Plucked string instrument; Ukulele,1.728,3,9,4
Y0x82_HySIVU,Music; Musical instrument,Music; Vehicle; Bicycle,1.791,1,2,3
Y0x9TnOQ5Nhw,"Bird; Pigeon, dove; Bird vocalization, bird call, bird song; Coo; Inside, small room; Speech","Bird; Bird vocalization, bird call, bird song; Pigeon, dove; Coo",1.847,4,6,4
Y0xDlT_u31fg,"Emergency vehicle; Police car (siren); Siren; Vehicle; Fire engine, fire truck (siren); Ambulance (siren); Car; Motor vehicle (road)","Emergency vehicle; Fire engine, fire truck (siren); Siren",1.858,3,8,3
Y0Xe2zCJNjvk,"Speech; Electric shaver, electric razor; Buzz; Music; Inside, small room",Speech; Buzz,1.876,2,5,2
Y0XeH2s-LzZE,Speech; Plop,Speech; Music; Bouncing,1.808,1,2,3
Y0XFFOBzJ3aw,Music; Music of Bollywood; Carnatic music; Flute; Singing,"Wind instrument, woodwind instrument; Flute",1.902,1,5,2
Y0xGoUJpt6eQ,Speech; Animal; Stomach rumble,Stomach rumble,1.905,1,3,1
Y0xm_4yGhHjc,"Speech; Animal; Domestic animals, pets",Squeal,1.943,0,3,1
Y0XSNrKgA94g,Music; Speech; Rain; Rain on surface,Thunderstorm; Thunder,1.847,0,4,2
Y0XTWdzBttaU,"Dial tone; Beep, bleep; Busy signal; Silence",Sidetone,1.791,0,4,1
Y0XxinBtKouQ,Music; Banjo; Bluegrass; Musical instrument; Country; Singing; Guitar; Plucked string instrument,Music; Banjo; Rock and roll; Country; Bluegrass,1.809,4,8,5
Y0Y8TTBlRKkQ,"Speech; Pink noise; Waterfall; Stream; Outside, rural or natural; Rain",Waterfall,1.828,1,6,1
Y0Ycad70UNwE,Speech; Music; Male singing,Speech; Synthetic singing; Music,1.896,2,3,3
Y0YIWrXgCjiM,Music; Speech; Swing music; Ska; Crowd,Choir; Male singing; Child singing; Music,1.882,1,5,4
Y0YI_WYJVv2M,Hair dryer; Tools; Sheep; Sawing; Steam,Bleat; Sheep,1.733,1,5,2
Y0ylr6p_m4p0,"Speech; Crumpling, crinkling; Inside, small room; Tearing; Whispering","Speech; Crunch; Inside, small room",1.801,2,5,3
Y0yRQSlu-ooc,Music,Music; Zipper (clothing),1.789,1,1,2
Y0YsC6M4GFoc,"Speech; Music; Outside, urban or manmade; Explosion; Vehicle; Hubbub, speech noise, speech babble; Chink, clink; Burst, pop; Toot",Speech; Bang,1.759,1,9,2
Y0yT6ihPVX54,Music; Theme music; Angry music; Video game music,Music; Bang,1.845,1,4,2
Y0yTfnhm-Ny0,Speech; Keys jangling,Speech; Crack,1.750,1,2,2
Y0YTieIiZNN4,"Machine gun; Gunshot, gunfire; Speech","Gunshot, gunfire; Machine gun",1.737,2,3,2
Y0yxJzCQW5zI,Whispering; Speech; Music,Whispering,1.818,1,3,1
Y0Z760XNy4VM,Speech; Radio; Telephone,Speech; Mouse,1.781,1,3,2
Y0ZAfYE4bgs8,"Speech; Telephone bell ringing; Music; Inside, small room","Speech; Telephone bell ringing; Inside, small room",1.794,3,4,3
Y0zDEut-yfis,"Speech; Dishes, pots, and pans",Chop,1.699,0,2,1
Y0zgffMTkGtU,"Speech; Female speech, woman speaking; Narration, monologue; Male speech, man speaking; Conversation",Speech; Shout,1.783,1,5,2
Y0ZN2HKsFg4A,Music; Speech; Synthesizer; Sonar; Musical instrument; Electronic music; Sidetone,"Speech; Music; Sonar; Outside, urban or manmade",1.836,3,7,4
Y0zP9jebYSrk,Music; Speech; Dial tone; Vehicle; Car,Speech; Sidetone,1.704,1,5,2
Y0_1BfYtffzg,Speech; Rain on surface; Rain; Raindrop,Crushing,1.802,0,4,1
Y0_8-g2rof7E,"Heart murmur; Heart sounds, heartbeat","Heart sounds, heartbeat",1.834,1,2,1
Y0_9-dbUW0hU,Music; Video game music,Music; Musical instrument; Theremin,1.813,1,2,3
Y0_B2YnBAz3A,Speech; Music; Sneeze; Gasp,Speech; Sneeze; Music,1.882,3,4,3
Y0_FFqLukmHk,Sneeze; Laughter; Babbling; Breathing; Belly laugh,Sneeze,1.822,1,5,1
Y0_gci63CtFY,"Fire engine, fire truck (siren); Vehicle; Truck; Emergency vehicle; Air horn, truck horn; Speech; Motor vehicle (road); Siren; Vehicle horn, car horn, honking","Speech; Air horn, truck horn",1.825,2,9,2
Y0_O6nVfnCH8,"Speech; Splash, splatter; Child speech, kid speaking; Children playing; Water; Slosh","Speech; Child speech, kid speaking; Splash, splatter",1.742,3,6,3
Y0_XItMAYkwc,Music; Speech; Rock and roll,Music; Jazz,1.834,1,3,2
Y1-feQHDL-Qo,"Speech; Pink noise; Waterfall; Hubbub, speech noise, speech babble",Stream; Waterfall,1.813,1,4,2
Y1-TnkdEPXEw,Snoring; Speech,Snoring,1.803,1,2,1
Y1-WyAvPxqDM,Speech; Plop; Music,Speech; Plop,1.750,2,3,2
Y1-Y9kafYuqQ,Music; Electronic music; Scratching (performance technique),Music; Scratch,1.742,1,3,2
Y1-z7wzzstMs,"Vehicle; Car; Race car, auto racing; Tire squeal; Car passing by; Motor vehicle (road); Flap",Scrape,1.750,0,7,1
Y1a-ODBWMUAE,Pink noise,Waterfall,1.778,0,1,1
Y1A4faLHDx_U,Plop; Speech; Sigh,Silence,1.742,0,3,1
Y1ACn3u5UnBw,Music; Electronic organ; Singing; Organ; Male singing; Speech; Hammond organ,Male singing; Music,1.791,2,7,2
Y1aigfM5Tmqk,"Music; Speech; Jingle bell; Jingle, tinkle",Yodeling,1.791,0,4,1
Y1Aokrz07aSA,Wheeze; Gasp,Pant,1.787,0,2,1
Y1aZKmCUlXrY,"Ding-dong; Animal; Dog; Ding; Domestic animals, pets; Bark; Music; Doorbell; Clang",Flap,1.807,0,9,1
Y1aZrc1oTbIo,Speech; Pour; Water; Liquid,Speech; Water; Pour,1.671,3,4,3
Y1a_nvi4sW64,Music; Music of Asia; Pop music; Disco; Singing,Music; Pop music; Disco; Dance music,1.833,3,5,4
Y1B-RuZgSqf8,Raindrop; Rain; Rain on surface; Water,Raindrop,1.794,1,4,1
Y1bbyaXEVouE,Choir; Music; Singing; A capella; Chant,Choir; A capella; Crackle,1.812,2,5,3
Y1bIH_Qh_clk,Frog; Music; Croak; Speech,Frog; Croak,1.762,2,4,2
Y1bKf5nrT4DQ,"Speech; Toot; Vehicle; Vehicle horn, car horn, honking; Car; Outside, urban or manmade","Speech; Air horn, truck horn",1.800,1,6,2
Y1bSP4wLfMpA,Music; Timpani; Speech; Scary music,Music; Scary music,1.772,2,4,2
Y1btWmt9io-Y,Keys jangling; Speech; Vehicle; Car,Speech; Vehicle; Motor vehicle (road); Car; Keys jangling,1.776,4,4,5
Y1BVSYfNCcv0,Music; Independent music,Music; Wedding music,1.682,1,2,2
Y1BYZiONhW3c,Singing; Female singing; A capella; Choir; Vocal music; Music,Singing; Choir; Vocal music; A capella,1.784,4,6,4
Y1cCg1Y7zDnM,"Drip; Water; Inside, small room; Bathtub (filling or washing); Gurgling","Thunk; Inside, small room",1.718,1,5,2
Y1ceaatuz77k,"Artillery fire; Explosion; Gunshot, gunfire; Burst, pop; Eruption",Bang,1.620,0,5,1
Y1CGx8zxQFx4,"Speech; Inside, small room",Speech; Rapping; Music; Television,1.699,1,2,4
Y1cqcTbDxsHM,Sonar; Music; Electronic music; Synthesizer,Music; Theremin,1.790,1,4,2
Y1CRvPsMwqrc,"Speech; Vehicle; Boat, Water vehicle",Speech; Duck; Quack,1.767,1,3,3
Y1cwGW0cBdRs,"Music; Theremin; Musical instrument; Humming; Steel guitar, slide guitar",Music; Theremin,1.672,2,5,2
Y1cwOR9WGLOw,Chop; Music; Chopping (food),Chopping (food),1.680,1,3,1
Y1cxvg7qu0G0,"Speech; Firecracker; Fireworks; Machine gun; Gunshot, gunfire",Speech; Firecracker,1.704,2,5,2
Y1D4LxbOVn1I,"Speech; Animal; Dog; Domestic animals, pets; Bow-wow; Bark; Yip; Canidae, dogs, wolves; Whimper (dog)","Speech; Animal; Domestic animals, pets; Dog; Yip; Bow-wow; Whimper (dog)",1.717,7,9,7
Y1D6UsaTflJ8,"Bird; Pigeon, dove; Bird vocalization, bird call, bird song; Chirp, tweet; Coo; Music; Speech; Bird flight, flapping wings","Bird flight, flapping wings",1.673,1,8,1
Y1De-OI8YG-M,Thunder; Thunderstorm; Rain; Rain on surface; Raindrop,Thunderstorm; Thunder; Rain; Rain on surface,1.627,4,5,4
Y1dEobByUDYo,Music; Speech; Musical instrument; Guitar; Plucked string instrument; Acoustic guitar; Strum,Speech; Music; Jingle (music),1.683,2,7,3
Y1dH-lZ8TNLU,Turkey; Gobble; Fowl; Bird,"Fowl; Turkey; Gobble; Bird; Bird vocalization, bird call, bird song",1.598,4,4,5
Y1DNoynuGLV4,Music; Cash register,Music; Cash register,1.792,2,2,2
Y1doTwVszic8,Speech; Vehicle; Car,Speech; Gurgling,1.704,1,3,2
Y1DS0AE3vTwA,"Speech; Music; Child speech, kid speaking; Children playing; Jingle, tinkle; Music for children",Speech; Music; Bell,1.768,2,6,3
Y1dt9eL2rmSY,"Music; Wild animals; Roar; Animal; Theremin; Roaring cats (lions, tigers); Organ",Whale vocalization; Music,1.629,1,7,2
Y1DWt70gTqHc,Speech; Music; Busy signal; Dial tone; Sidetone,Speech; Music; Busy signal,1.722,3,5,3
Y1dyFP4MGkIM,"Vehicle; Car; Race car, auto racing; Skidding; Tire squeal; Car passing by; Motor vehicle (road); Accelerating, revving, vroom",Vehicle; Motor vehicle (road); Car; Skidding,1.738,4,8,4
Y1dzwFnXJ7_E,Tuning fork; Singing bowl,Tuning fork,1.756,1,2,1
Y1e0_4dwF9A4,"Wild animals; Animal; Roar; Goose; Roaring cats (lions, tigers); Honk; Fowl; Bird; Bird vocalization, bird call, bird song; Turkey",Fowl; Goose; Honk,1.648,3,10,3
Y1edm2kNMYZs,Wood; Splinter,Wood; Splinter,1.722,2,2,2
Y1ED_uNM-KfE,"Train; Rail transport; Railroad car, train wagon; Vehicle; Train horn; Train whistle; Clickety-clack; Speech",Train whistle,1.701,1,8,1
Y1EEy-aXHzRI,"Speech; Pour; Music; Trickle, dribble","Trickle, dribble",1.698,1,4,1
Y1EH6atYydBc,Engine; Vehicle; Idling; Medium engine (mid frequency); Vibration; Power tool; Heavy engine (low frequency),Lawn mower,1.640,0,7,1
Y1EiNSiO0UvU,"Speech; Hiss; Vehicle; Train; Rail transport; Steam; Railroad car, train wagon",Sneeze; Animal,1.704,0,7,2
Y1ENC2smc8Ig,Printer,Printer,1.747,1,1,1
Y1eP5LSjyge0,Hair dryer,Hair dryer,1.722,1,1,1
Y1ETrMAVZdY8,"Bird; Coo; Pigeon, dove; Bird vocalization, bird call, bird song; Chirp, tweet","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Pigeon, dove; Coo",1.678,5,5,5
Y1EuGaYmvlXM,Honk; Goose; Fowl; Speech,Fowl; Goose; Honk,1.855,3,4,3
Y1EWkwWXwI1g,"Firecracker; Fireworks; Vehicle; Outside, urban or manmade",Speech; Firecracker,1.710,1,4,2
Y1EZ1_l3MpWw,"Whip; Slap, smack; Whoosh, swoosh, swish","Slap, smack",1.239,1,3,1
Y1F-jIu9oy6A,"Speech; Splash, splatter; Water; Slosh; Trickle, dribble","Speech; Splash, splatter",2.044,2,5,2
Y1f-L1M-S6RQ,"Vehicle; Speech; Car; Race car, auto racing; Car passing by; Tire squeal","Speech; Vehicle; Tire squeal; Race car, auto racing; Accelerating, revving, vroom; Flap",1.700,4,6,6
Y1F23RciUwDE,"Vehicle; Engine; Car; Idling; Engine starting; Medium engine (mid frequency); Heavy engine (low frequency); Accelerating, revving, vroom",Vehicle; Aircraft; Engine; Engine starting,1.741,3,8,4
Y1F3_bvIT0ig,"Vehicle; Car; Music; Race car, auto racing; Tire squeal; Skidding; Car passing by; Motor vehicle (road)",Car passing by,1.583,1,8,1
Y1F8hWMEtlZM,Vehicle; Car; Static; Music,Static,1.733,1,4,1
Y1F9zCsJyw6k,"Vehicle; Car; Skidding; Speech; Police car (siren); Race car, auto racing; Siren; Emergency vehicle",Emergency vehicle; Police car (siren); Siren,1.717,3,8,3
Y1FbxStVuFYU,"Boom; Music; Explosion; Eruption; Burst, pop","Burst, pop",1.721,1,5,1
Y1fD5B_VGkQk,"Smash, crash; Music; Boom; Whack, thwack","Smash, crash",1.682,1,4,1
Y1fDGejVDAHU,Chainsaw; Power tool; Tools; Sawing,Chainsaw,1.750,1,4,1
Y1FnA3w94zXI,Music; Musical instrument; Guitar; Plucked string instrument; Tapping (guitar technique); Electric guitar; Strum; Speech; Acoustic guitar,Music; Electric guitar; Tapping (guitar technique),1.722,3,9,3
Y1fSsCqTeqYM,"Dial tone; Speech; Telephone; Telephone dialing, DTMF; Inside, small room",Speech; Dial tone,1.681,2,5,2
Y1FU5odlgLmo,Music; Banjo; Musical instrument; Plucked string instrument; Bluegrass; Country; Guitar; Mandolin,Yip; Music; Mandolin; Bluegrass,1.713,3,8,4
Y1fwLpj3yVmU,Music; Mantra; Chant; Carnatic music; Singing; Music of Asia,"Synthetic singing; Music; Outside, urban or manmade",1.675,1,6,3
Y1g0vAT8GHt0,Speech; Vehicle; Car; Bus,Speech; Whir,1.725,1,4,2
Y1G4aDTUuo7g,Speech; Radio; Telephone,Radio,1.667,1,3,1
Y1g6sdWOc9k4,Stream; Waterfall; Pink noise; Rain,Stream,1.687,1,4,1
Y1G6wtnmdZhE,"Speech; Vehicle; Music; Car; Skidding; Race car, auto racing; Tire squeal",Car passing by,1.754,0,7,1
Y1g7sOtOiSRo,Change ringing (campanology); Church bell; Bell; Music,Change ringing (campanology),1.733,1,4,1
Y1g9FuuIIs84,Tick-tock; Tick,Creak,1.720,0,2,1
Y1garMoYilAY,"Speech; Run; Outside, urban or manmade; Hubbub, speech noise, speech babble",Speech; Rustling leaves,1.891,1,4,2
Y1gDNqOQFopY,Music; Musical instrument; Guitar; Singing; Plucked string instrument; Country; Acoustic guitar; Bluegrass; Banjo; Male singing,Singing; Yodeling; Music,1.740,2,10,3
Y1GFclDpGhu0,Speech; Clapping; Tap,Speech; Bouncing,1.759,1,3,2
Y1ghXWnSJibU,"Marimba, xylophone; Glockenspiel; Mallet percussion; Music; Chime; Bell; Musical instrument",Bicycle bell; Ding-dong,1.393,0,7,2
Y1GMWn4IxVro,Sizzle; Frying (food); Stir; Speech; Music,Frying (food); Sizzle,1.709,2,5,2
Y1GrCbwZIbwM,"Water tap, faucet; Water; Sink (filling or washing); Speech; Bathtub (filling or washing)","Water; Water tap, faucet; Bathtub (filling or washing)",1.790,3,5,3
Y1GwY2n4HIM0,"Speech; Inside, small room; Sniff",Speech; Sniff,1.752,2,3,2
Y1hABzqBHh7w,Music; Singing; Music of Latin America; Speech; Rock and roll; Maraca,Singing; Music; Music of Latin America; Ska,1.813,3,6,4
Y1HayoASR-54,Car; Vehicle; Whir; Car passing by; Flap,Vehicle; Car; Tire squeal; Medium engine (mid frequency),1.868,2,5,4
Y1hba9jmspEQ,Speech; Conversation,"Speech; Female speech, woman speaking; Scissors",1.872,1,2,3
