video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y0OFlTh2_Obo,"Speech; Dog; Domestic animals, pets; Animal; Howl; Yip; Bow-wow; Canidae, dogs, wolves; Whimper (dog); Bark","Speech; Yip; Bow-wow; Canidae, dogs, wolves",0.974,4,10,4
Y0OhqyNGlJYE,Hammer,Knock,0.916,0,1,1
Y0oI0BvmTLvA,Music; Musical instrument; Alarm clock; Speech,Music; Alarm clock; Clock,0.938,2,4,3
Y0Olm321vgk8,Music; Singing; Musical instrument; Guitar,Male singing; Music,0.975,1,4,2
Y0onKcFY1Tu0,Frog; Croak; Speech,Frog; Croak,0.879,2,3,2
Y0oudYrPGNN8,"Speech; Doorbell; Music; Inside, small room",Music; Doorbell,0.986,2,4,2
Y0OY8XXZ98rw,Music; Progressive rock; Grunge; Heavy metal; Musical instrument; Rock music; Guitar; Speech; Punk rock; Plucked string instrument,Male singing; Synthetic singing; Music,1.093,1,10,3
Y0OYlHvyfNk4,Music; Hip hop music; Singing,Music; Swing music; Funk; Music of Latin America; Music of Africa; Ska,1.094,1,3,6
Y0p7J0O8ew0k,Vehicle; Speech; Engine; Idling; Vibration; Car; Truck; Medium engine (mid frequency),Speech; Crack,1.124,1,8,2
Y0pewITE1550,Drum; Percussion; Bass drum; Drum kit; Music; Snare drum; Drum roll; Rimshot; Musical instrument; Wood block,Music; Roll,1.011,1,10,2
Y0pHPUaSSEWc,"Speech; Fusillade; Gunshot, gunfire; Music; Artillery fire",Fusillade,0.949,1,5,1
Y0pHTgC1Frnw,Music; Musical instrument; Guitar; Plucked string instrument,"Tubular bells; Mallet percussion; Marimba, xylophone; Glockenspiel",0.931,0,4,4
Y0PHUQku2P5I,Music; Opera; Singing; Yodeling; Speech; Choir; Musical instrument; Male singing; Classical music,Choir; Music; Opera; Song,1.101,3,9,4
Y0PKdFG3iB8w,"Music; Applause; Musical instrument; Speech; Violin, fiddle; Bowed string instrument; Sitar",Percussion; Drum; Tabla,1.122,0,7,3
Y0pLgOm0xgjY,"Music; Smash, crash; Boom; Vehicle","Smash, crash",1.064,1,4,1
Y0PMFAO4TIU4,Music; Music of Africa; Salsa music; Afrobeat; Musical instrument,Music; Jazz,1.039,1,5,2
Y0PQYNtIBVf4,"Vehicle; Aircraft; Engine; Propeller, airscrew; Helicopter",Jet engine; Engine; Idling,1.050,1,5,3
Y0pyk5xo7XAI,"Vehicle; Speech; Car; Boat, Water vehicle; Motorboat, speedboat; Wind",Rustle,0.995,0,6,1
Y0pYpyy1VXdM,"Speech; Child speech, kid speaking; Children playing; Music; Belly laugh","Speech; Child speech, kid speaking; Bird; Squawk; Outside, rural or natural",1.049,2,5,5
Y0q1wOYCfLlQ,"Train whistle; Steam whistle; Train; Railroad car, train wagon; Steam; Hiss; Rail transport; Train horn; Speech",Steam; Steam whistle,1.051,2,9,2
Y0QabiRBcEKc,Speech; Vehicle; Waterfall; Music,"Speech; Male speech, man speaking; Pink noise",0.983,1,4,3
Y0QdEYUt4LL8,"Speech; Inside, small room",Fire,0.981,0,2,1
Y0qDs_aC0LwI,Music; Scratch; Scratching (performance technique); Electronic music; Hip hop music,Mouse; Music,1.072,1,5,2
Y0QqQ1j1vBgw,Speech; Music; Musical instrument,"Speech; Music; Vehicle; Aircraft; Propeller, airscrew; Fixed-wing aircraft, airplane; Engine",1.060,2,3,7
Y0QSPtpp1HN8,"Music; Organ; Hammond organ; Musical instrument; Violin, fiddle; Cello; Accordion; Bowed string instrument; Classical music; Piano",Keyboard (musical); Piano; Organ; Hammond organ,1.063,3,10,4
Y0QTme5iyg4A,Speech; Fireworks; Firecracker,Speech; Explosion,1.105,1,3,2
Y0QYedLfOwcI,"Fart; Speech; Domestic animals, pets; Animal; Dog; Snoring; Finger snapping; Inside, small room",Speech; Fart,0.990,2,8,2
Y0qZ54ovyEWQ,Speech; Telephone bell ringing; Telephone; Alarm clock; Alarm,"Speech; Telephone dialing, DTMF; Inside, small room",0.967,1,5,3
Y0R6KIVvlyfQ,"Speech; Narration, monologue; Female speech, woman speaking; Music",Hum; Mains hum,1.011,0,4,2
Y0R85JknaH-w,"Speech; Splash, splatter; Slosh; Animal; Music","Speech; Splash, splatter",1.037,2,5,2
Y0rbUCEM20aw,Music; Speech; Vehicle,Speech; Bang,1.011,1,3,2
Y0RcMzUdXDRQ,Music; Music for children; Happy music; Singing; Christmas music,Music; Jazz; Dance music,1.062,1,5,3
Y0Rg7tKJWk2w,"Speech; Bird; Pigeon, dove; Vehicle; Animal",Speech; Gurgling,0.997,1,5,2
Y0RgGrVklaao,Music; Water; Speech,Music; Boom,1.033,1,3,2
Y0RGXyIbiHa4,"Vehicle; Aircraft engine; Fixed-wing aircraft, airplane; Aircraft; Speech",Rattle,1.045,0,5,1
Y0RJa3t8qZS4,Music; Speech,Rapping; Music; Hip hop music; Music of Africa,0.955,1,2,4
Y0Rjyih3W0Is,"Music; Wind instrument, woodwind instrument; Flute; Musical instrument; Clarinet","Wind instrument, woodwind instrument; Flute",0.925,2,5,2
Y0RMYLychMXc,Speech; Music; Vehicle; Car,"Hubbub, speech noise, speech babble",0.937,0,4,1
Y0rNQE7fccQg,Reversing beeps; Truck; Vehicle; Air brake; Engine; Engine starting; Car,Vehicle; Air brake,1.066,2,7,2
Y0Rp0mQTZF2o,Speech; Music; Speech synthesizer,Speech; Music; Gurgling,0.894,2,3,3
Y0rqmPdr352Q,Music; Speech; Animal,Rattle; Rattle (instrument),0.825,0,3,2
Y0Rt6sNb3P8o,Car alarm; Alarm; Music; Theremin; Speech; Siren,Scary music,1.009,0,6,1
Y0RyzdrZgrus,"Speech; Music; Vehicle; Vehicle horn, car horn, honking","Speech; Music; Burst, pop",0.974,2,4,3
Y0rz3h0ghprk,"Speech; Crumpling, crinkling; Crack; Inside, small room; Tearing; Shuffling cards","Speech; Crumpling, crinkling",0.948,2,6,2
Y0rzB4A1PjnA,"Speech; Clicking; Inside, small room",Clicking,0.887,1,3,1
Y0RZRFj7zDnQ,"Double bass; Music; Cello; Bowed string instrument; Musical instrument; Violin, fiddle; Classical music",Bowed string instrument; Cello; Double bass,0.974,3,7,3
Y0s0Uy0-zBa0,"Music; Explosion; Burst, pop; Speech",Music; Sidetone,0.974,1,4,2
Y0S2mvjzH_xQ,Speech; Animal,Environmental noise,1.029,0,2,1
Y0s6gEV9d52I,"Speech; Explosion; Burst, pop; Buzzer; Gunshot, gunfire; Fire alarm",Speech; Buzzer,0.925,2,6,2
Y0saogke2Mec,Music,"Thump, thud",0.916,0,1,1
Y0sE4JvKFpMI,Vehicle; Speech; Music,Speech; Slosh,0.783,1,3,2
Y0sfFYUPAANk,"Music; Smash, crash; Boom; Vehicle; Speech","Whoosh, swoosh, swish",0.993,0,5,1
Y0SLv6CmZas8,Speech; Music; Musical instrument; Guitar,Speech; Music; Rustling leaves,0.898,2,4,3
Y0slyl34xWug,Speech; Vehicle; Water; Rain,"Speech; Splash, splatter",1.052,1,4,2
Y0SNhAKyXtC8,Music; Musical instrument; Guitar; Plucked string instrument,Music; Traditional music,0.953,1,4,2
Y0SnjS2w_c80,Music; Speech,Music; Didgeridoo,0.995,1,2,2
Y0soVCtJgDTk,Music; Speech; Vehicle,Music; Single-lens reflex camera,0.931,1,3,2
Y0sPVAP17w2U,"Music; Wind instrument, woodwind instrument; Shofar; Musical instrument; Brass instrument",Music; New-age music,1.011,1,5,2
Y0ssOpzqkojU,Music; Electric piano; Piano; Keyboard (musical); Musical instrument,Keyboard (musical); Harpsichord,0.916,1,5,2
Y0sstijfm2nM,"Music; Crowd; Cheering; Speech; Children shouting; Singing; Whoop; Shout; Inside, large room or hall","Shout; Singing; Music; Inside, large room or hall; Inside, public space",1.027,4,9,5
Y0sYXPO7lzco,Speech; Music; Vehicle,Speech; Music; Vehicle; Bicycle,1.009,3,3,4
Y0tgNg0MHgxc,"Music; Speech; Whack, thwack; Smash, crash; Thunk",Wood; Splinter,0.912,0,5,2
Y0TiEO149Ydc,Music; Speech; Musical instrument; Guitar; Plucked string instrument,Music; Jazz,1.008,1,5,2
Y0TKyCw1Ykq8,Speech; Animal,Rustle,1.041,0,2,1
Y0toUq9UHCSA,Vehicle; Aircraft; Speech; Music; Car,"Vehicle; Propeller, airscrew",1.109,1,5,2
Y0trWdhSvab4,Music; Singing; Speech; Choir,Clapping; Music,1.041,1,4,2
Y0TSOlaZXXM8,Music; Bass guitar; Musical instrument; Plucked string instrument; Guitar; Electronic tuner; Electric guitar; Drum; Speech,Music; Musical instrument; Plucked string instrument; Guitar; Bass guitar; Tapping (guitar technique),1.012,5,9,6
Y0TV9zvfwFhs,Music; Hip hop music; Reggae; Rapping; Rhythm and blues; Afrobeat; Music of Africa; Singing,Male singing; Synthetic singing; Music,1.066,1,8,3
Y0TvuLbDrd6g,Animal; Speech,Animal; Goat,0.960,1,2,2
Y0U20V7Kh_kc,Speech,"Speech; Chink, clink",0.954,1,1,2
Y0u5dddSWuj8,"Bagpipes; Music; Wind instrument, woodwind instrument; Musical instrument","Wind instrument, woodwind instrument; Bagpipes",1.063,2,4,2
Y0U7mQ5GYMX8,Music; Tabla; Carnatic music; Singing; Musical instrument; Drum; Percussion; Classical music; Music of Asia; Middle Eastern music,Percussion; Tabla,1.010,2,10,2
Y0U9_6RyH3_M,,Mouse,0.949,0,0,1
Y0Ubu4BqSWmU,Music; Speech,Music; Tender music,1.038,1,2,2
Y0UF1FHDPM1A,"Speech; Laughter; Chuckle, chortle; Snicker",Speech; Snicker,0.960,2,4,2
Y0unBNMBYhwQ,Music; Speech,Speech; Music; Crunch,0.905,2,2,3
Y0V7-w8K3Fgw,"Speech; Inside, small room; Narration, monologue","Speech; Chink, clink",0.676,1,3,2
Y0VCK8rLKXKA,Music; Musical instrument; Guitar; Plucked string instrument; Ukulele; Acoustic guitar; Lullaby; Singing; Speech; Strum,Flamenco,1.022,0,10,1
Y0vFPs6XsU_Q,Music; Singing; Speech,Male singing; Female singing; Music,1.059,1,3,3
Y0vg9qxNKXOw,Speech,Speech; Skateboard; Slam,0.915,1,1,3
Y0VjPCd62oKg,Duck; Quack; Honk; Goose; Fowl; Music; Speech; Animal,Duck; Music,0.904,2,8,2
Y0VnKeRijmM8,Speech; Music,"Smash, crash",1.042,0,2,1
Y0vSmiq7CrCk,"Neigh, whinny; Horse; Animal; Whistling; Speech; Clip-clop; Whistle","Animal; Horse; Neigh, whinny",0.902,3,7,3
Y0vXqf9ix8LE,"Fowl; Speech; Turkey; Chicken, rooster; Gobble; Cluck",Insect; Cricket,0.982,0,6,2
Y0W1sNicXboU,"Music; Speech; Splash, splatter","Speech; Music; Water; Splash, splatter",0.980,3,3,4
Y0w7pCxwXzVc,Speech; Bouncing,Wind; Wind noise (microphone); Fire,0.945,0,2,3
Y0wgqpjfTmJI,Speech; Music,Speech; Music; Zipper (clothing),0.973,2,2,3
Y0Wkk9iNzA9c,"Animal; Dog; Domestic animals, pets; Bow-wow; Speech; Bark; Growling; Whimper (dog); Yip; Canidae, dogs, wolves","Animal; Domestic animals, pets; Dog; Growling; Canidae, dogs, wolves",0.962,5,10,5
Y0wM_qR6Yihk,"Music; Organ; Musical instrument; Electronic organ; Steel guitar, slide guitar",Swing music,0.975,0,5,1
Y0wp4JNMogzQ,"Music; Glockenspiel; Marimba, xylophone; Mallet percussion; Bell; Tubular bells; Church bell; Change ringing (campanology)",Tubular bells,1.019,1,8,1
Y0wYi8B9PXDY,Music; Speech; Musical instrument,Humming; Music; Beatboxing,0.948,1,3,3
Y0wzsE67O5tE,"Music; Guitar; Musical instrument; Plucked string instrument; Electric guitar; Steel guitar, slide guitar; Rock music; Bass guitar; Strum; Psychedelic rock",Music; Musical instrument; Plucked string instrument; Ukulele,0.994,3,10,4
Y0x82_HySIVU,Music; Musical instrument; Guitar; Plucked string instrument; Acoustic guitar,Music; Vehicle; Bicycle,0.998,1,5,3
Y0x9TnOQ5Nhw,"Pigeon, dove; Bird; Coo; Bird vocalization, bird call, bird song; Inside, small room; Speech; Chirp, tweet","Bird; Bird vocalization, bird call, bird song; Pigeon, dove; Coo",0.935,4,7,4
Y0xDlT_u31fg,"Emergency vehicle; Vehicle; Siren; Fire engine, fire truck (siren); Ambulance (siren); Truck; Police car (siren); Car; Motor vehicle (road)","Emergency vehicle; Fire engine, fire truck (siren); Siren",1.021,3,9,3
Y0Xe2zCJNjvk,"Speech; Owl; Bird; Animal; Bird vocalization, bird call, bird song",Speech; Buzz,0.988,1,5,2
Y0XeH2s-LzZE,"Explosion; Burst, pop; Plop",Speech; Music; Bouncing,0.875,0,3,3
Y0XFFOBzJ3aw,Music; Flute; Speech; Music of Bollywood; Musical instrument,"Wind instrument, woodwind instrument; Flute",0.969,1,5,2
Y0xGoUJpt6eQ,Stomach rumble; Music,Stomach rumble,0.944,1,2,1
Y0xm_4yGhHjc,Speech; Music,Squeal,0.976,0,2,1
Y0XSNrKgA94g,Music; Speech; Drum; Drum kit; Snare drum,Thunderstorm; Thunder,1.009,0,5,2
Y0XTWdzBttaU,"Speech; Beep, bleep; Sidetone; Telephone dialing, DTMF",Sidetone,0.872,1,4,1
Y0XxinBtKouQ,Music; Banjo; Bluegrass; Country; Musical instrument; Plucked string instrument; Guitar; Speech; Singing,Music; Banjo; Rock and roll; Country; Bluegrass,1.057,4,9,5
Y0Y8TTBlRKkQ,"Speech; Stream; Ocean; Waves, surf; Pink noise; Rain; Waterfall; Rain on surface; Wind",Waterfall,0.963,1,9,1
Y0Ycad70UNwE,Speech; Music,Speech; Synthetic singing; Music,0.943,2,2,3
Y0YIWrXgCjiM,Music; Speech; Singing,Choir; Male singing; Child singing; Music,1.026,1,3,4
Y0YI_WYJVv2M,Tools; Steam; Power tool,Bleat; Sheep,1.027,0,3,2
Y0ylr6p_m4p0,"Speech; Crumpling, crinkling; Inside, small room; Tearing","Speech; Crunch; Inside, small room",0.885,2,4,3
Y0yRQSlu-ooc,Music; Progressive rock; Grunge,Music; Zipper (clothing),0.990,1,3,2
Y0YsC6M4GFoc,"Speech; Music; Dishes, pots, and pans; Chink, clink",Speech; Bang,1.021,1,4,2
Y0yT6ihPVX54,Music; Musical instrument; Rock music,Music; Bang,1.043,1,3,2
Y0yTfnhm-Ny0,Speech; Animal,Speech; Crack,0.953,1,2,2
Y0YTieIiZNN4,"Gunshot, gunfire; Machine gun; Cap gun; Speech; Firecracker; Fireworks","Gunshot, gunfire; Machine gun",0.978,2,6,2
Y0yxJzCQW5zI,"Whispering; Speech; Inside, small room",Whispering,0.918,1,3,1
Y0Z760XNy4VM,Speech; Music; Speech synthesizer; Radio,Speech; Mouse,0.972,1,4,2
Y0ZAfYE4bgs8,"Speech; Telephone bell ringing; Telephone; Child speech, kid speaking","Speech; Telephone bell ringing; Inside, small room",1.005,2,4,3
Y0zDEut-yfis,Speech; Rub,Chop,0.990,0,2,1
Y0zgffMTkGtU,"Speech; Music; Female speech, woman speaking; Narration, monologue; Conversation",Speech; Shout,0.993,1,5,2
Y0ZN2HKsFg4A,Speech; Music; Sidetone; Dial tone; Busy signal,"Speech; Music; Sonar; Outside, urban or manmade",1.002,2,5,4
Y0zP9jebYSrk,"Speech; Music; Sidetone; Busy signal; Telephone; Telephone dialing, DTMF",Speech; Sidetone,0.962,2,6,2
Y0_1BfYtffzg,"Speech; Crushing; Inside, small room; Shuffling cards",Crushing,1.041,1,4,1
Y0_8-g2rof7E,"Heart sounds, heartbeat; Heart murmur; Throbbing; Hum","Heart sounds, heartbeat",0.894,1,4,1
Y0_9-dbUW0hU,Music; Musical instrument,Music; Musical instrument; Theremin,1.012,2,2,3
Y0_B2YnBAz3A,Speech; Music; Gasp; Musical instrument; Guitar; Plucked string instrument,Speech; Sneeze; Music,0.948,2,6,3
Y0_FFqLukmHk,"Speech; Sneeze; Babbling; Laughter; Hiccup; Inside, small room; Belly laugh",Sneeze,0.913,1,7,1
Y0_gci63CtFY,Speech; Vehicle; Music; Car,"Speech; Air horn, truck horn",0.983,1,4,2
Y0_O6nVfnCH8,"Splash, splatter; Speech; Water; Music; Child speech, kid speaking","Speech; Child speech, kid speaking; Splash, splatter",0.985,3,5,3
Y0_XItMAYkwc,Music; Speech,Music; Jazz,1.056,1,2,2
Y1-feQHDL-Qo,"Speech; Burst, pop; Explosion; Vehicle; Artillery fire",Stream; Waterfall,1.013,0,5,2
Y1-TnkdEPXEw,"Snoring; Grunt; Domestic animals, pets",Snoring,0.974,1,3,1
Y1-WyAvPxqDM,Plop; Speech; Music,Speech; Plop,1.013,2,3,2
Y1-Y9kafYuqQ,Music; Electronic music; Scratch; Dubstep; Scratching (performance technique),Music; Scratch,1.038,2,5,2
Y1-z7wzzstMs,"Vehicle; Car; Race car, auto racing; Tire squeal",Scrape,0.981,0,4,1
Y1a-ODBWMUAE,Vehicle,Waterfall,0.965,0,1,1
Y1A4faLHDx_U,Speech,Silence,0.959,0,1,1
Y1ACn3u5UnBw,Music; Speech; Singing,Male singing; Music,1.005,1,3,2
Y1aigfM5Tmqk,Music; Speech,Yodeling,1.004,0,2,1
Y1Aokrz07aSA,"Inside, small room; Speech; Tearing; Crumpling, crinkling; Crunch",Pant,0.929,0,5,1
Y1aZKmCUlXrY,"Animal; Domestic animals, pets; Dog; Speech",Flap,0.990,0,4,1
Y1aZrc1oTbIo,"Speech; Liquid; Water; Pour; Inside, small room",Speech; Water; Pour,0.922,3,5,3
Y1a_nvi4sW64,Music; Singing; Music of Asia; Pop music,Music; Pop music; Disco; Dance music,1.050,2,4,4
Y1B-RuZgSqf8,"Water; Water tap, faucet; Sink (filling or washing); Raindrop; Gush; Rain on surface",Raindrop,0.952,1,6,1
Y1bbyaXEVouE,Choir; A capella; Singing; Music; Chant; Vocal music,Choir; A capella; Crackle,0.944,2,6,3
Y1bIH_Qh_clk,Frog; Croak; Music,Frog; Croak,1.037,2,3,2
Y1bKf5nrT4DQ,"Speech; Vehicle; Toot; Outside, urban or manmade; Vehicle horn, car horn, honking; Car; Air horn, truck horn","Speech; Air horn, truck horn",1.010,2,7,2
Y1bSP4wLfMpA,Music; Speech,Music; Scary music,0.912,1,2,2
Y1btWmt9io-Y,Speech; Keys jangling; Vehicle,Speech; Vehicle; Motor vehicle (road); Car; Keys jangling,0.942,3,3,5
Y1BVSYfNCcv0,Music; Independent music; Soul music; Happy music; Singing,Music; Wedding music,0.985,1,5,2
Y1BYZiONhW3c,Speech; Female singing; Child singing; Singing; Music; Yodeling,Singing; Choir; Vocal music; A capella,0.971,1,6,4
Y1cCg1Y7zDnM,Toilet flush; Water; Liquid; Drip; Fill (with liquid); Sink (filling or washing),"Thunk; Inside, small room",0.958,0,6,2
Y1ceaatuz77k,"Explosion; Burst, pop; Eruption; Vehicle",Bang,0.867,0,4,1
Y1CGx8zxQFx4,"Speech; Narration, monologue",Speech; Rapping; Music; Television,0.944,1,2,4
Y1cqcTbDxsHM,Music; Electronic music; Techno,Music; Theremin,1.093,1,3,2
Y1CRvPsMwqrc,Speech; Music,Speech; Duck; Quack,1.037,1,2,3
Y1cwGW0cBdRs,"Music; Shofar; Wind instrument, woodwind instrument",Music; Theremin,0.919,1,3,2
Y1cwOR9WGLOw,Speech; Music; Chop,Chopping (food),0.970,0,3,1
Y1cxvg7qu0G0,"Fireworks; Speech; Firecracker; Outside, urban or manmade",Speech; Firecracker,1.011,2,4,2
Y1D4LxbOVn1I,"Speech; Animal; Domestic animals, pets; Dog; Bow-wow; Music; Yip; Bark; Whimper (dog)","Speech; Animal; Domestic animals, pets; Dog; Yip; Bow-wow; Whimper (dog)",0.946,7,9,7
Y1D6UsaTflJ8,"Bird flight, flapping wings; Speech; Bird; Chirp, tweet; Bird vocalization, bird call, bird song; Music; Pigeon, dove","Bird flight, flapping wings",0.972,1,7,1
Y1De-OI8YG-M,"Explosion; Burst, pop; Thunder; Thunderstorm; Rain; Artillery fire; Eruption",Thunderstorm; Thunder; Rain; Rain on surface,0.907,3,7,4
Y1dEobByUDYo,Music; Speech; Musical instrument; Guitar; Acoustic guitar; Plucked string instrument; Strum,Speech; Music; Jingle (music),0.866,2,7,3
Y1dH-lZ8TNLU,Turkey; Gobble; Fowl,"Fowl; Turkey; Gobble; Bird; Bird vocalization, bird call, bird song",0.884,3,3,5
Y1DNoynuGLV4,Music,Music; Cash register,0.910,1,1,2
Y1doTwVszic8,Vehicle; Car; Speech; Motor vehicle (road); Rumble,Speech; Gurgling,0.966,1,5,2
Y1DS0AE3vTwA,"Speech; Music; Domestic animals, pets; Child speech, kid speaking; Animal; Dog",Speech; Music; Bell,0.956,2,6,3
Y1dt9eL2rmSY,Music; Whale vocalization; Vehicle,Whale vocalization; Music,1.107,2,3,2
Y1DWt70gTqHc,Speech; Busy signal; Sidetone; Dial tone; Music,Speech; Music; Busy signal,0.915,3,5,3
Y1dyFP4MGkIM,"Vehicle; Car; Skidding; Race car, auto racing; Tire squeal; Motor vehicle (road)",Vehicle; Motor vehicle (road); Car; Skidding,1.000,4,6,4
Y1dzwFnXJ7_E,Sine wave; Chirp tone; Tuning fork; Singing bowl; Music,Tuning fork,0.919,1,5,1
Y1e0_4dwF9A4,"Animal; Speech; Wild animals; Roaring cats (lions, tigers); Domestic animals, pets; Roar",Fowl; Goose; Honk,0.913,0,6,3
Y1edm2kNMYZs,Vehicle; Engine; Light engine (high frequency); Idling; Engine knocking; Lawn mower; Vibration; Speech,Wood; Splinter,1.021,0,8,2
Y1ED_uNM-KfE,"Music; Vehicle; Train; Speech; Musical instrument; Rail transport; Railroad car, train wagon",Train whistle,1.065,0,7,1
Y1EEy-aXHzRI,Speech,"Trickle, dribble",0.979,0,1,1
Y1EH6atYydBc,Vehicle; Engine; Power tool; Music,Lawn mower,1.013,0,4,1
Y1EiNSiO0UvU,Rub,Sneeze; Animal,0.927,0,1,2
Y1ENC2smc8Ig,"Music; Explosion; Boom; Burst, pop",Printer,0.988,0,4,1
Y1eP5LSjyge0,Vacuum cleaner; Hair dryer,Hair dryer,0.989,1,2,1
Y1ETrMAVZdY8,"Bird; Owl; Hoot; Bird vocalization, bird call, bird song; Coo; Pigeon, dove; Chirp, tweet; Whistle","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Pigeon, dove; Coo",0.926,5,8,5
Y1EuGaYmvlXM,"Speech; Honk; Goose; Animal; Fowl; Domestic animals, pets",Fowl; Goose; Honk,1.045,3,6,3
Y1EWkwWXwI1g,"Speech; Fireworks; Firecracker; Gunshot, gunfire; Machine gun; Artillery fire",Speech; Firecracker,1.016,2,6,2
Y1EZ1_l3MpWw,Music,"Slap, smack",0.204,0,1,1
Y1F-jIu9oy6A,"Speech; Splash, splatter","Speech; Splash, splatter",0.940,2,2,2
Y1f-L1M-S6RQ,"Vehicle; Car; Speech; Race car, auto racing; Tire squeal; Motor vehicle (road); Car passing by; Motorboat, speedboat; Air brake; Accelerating, revving, vroom","Speech; Vehicle; Tire squeal; Race car, auto racing; Accelerating, revving, vroom; Flap",1.041,5,10,6
Y1F23RciUwDE,Vehicle; Music; Engine; Engine starting,Vehicle; Aircraft; Engine; Engine starting,0.994,3,4,4
Y1F3_bvIT0ig,Music; Musical instrument; Guitar,Car passing by,0.889,0,3,1
Y1F8hWMEtlZM,"Vehicle; Speech; Car; Motorboat, speedboat; Engine",Static,0.996,0,5,1
Y1F9zCsJyw6k,"Emergency vehicle; Siren; Fire engine, fire truck (siren); Ambulance (siren); Music; Vehicle; Speech; Police car (siren)",Emergency vehicle; Police car (siren); Siren,1.005,3,8,3
Y1FbxStVuFYU,Vehicle; Music; Train,"Burst, pop",0.986,0,3,1
Y1fD5B_VGkQk,"Smash, crash; Music; Boom; Fusillade; Speech; Whack, thwack","Smash, crash",1.006,1,6,1
Y1fDGejVDAHU,Speech,Chainsaw,0.967,0,1,1
Y1FnA3w94zXI,Music; Musical instrument; Siren; Police car (siren); Emergency vehicle; Guitar; Plucked string instrument,Music; Electric guitar; Tapping (guitar technique),1.074,1,7,3
Y1fSsCqTeqYM,Speech; Dial tone; Telephone; Sidetone; Telephone bell ringing,Speech; Dial tone,0.887,2,5,2
Y1FU5odlgLmo,Music; Banjo; Musical instrument; Mandolin; Plucked string instrument; Pizzicato; Guitar; Harp; Bowed string instrument,Yip; Music; Mandolin; Bluegrass,0.976,2,9,4
Y1fwLpj3yVmU,Music; Singing; Female singing; A capella; Choir; Vocal music; Child singing; Speech; Opera,"Synthetic singing; Music; Outside, urban or manmade",1.078,1,9,3
Y1g0vAT8GHt0,"Speech; Vehicle; Car; Motorboat, speedboat; Bus; Music; Motor vehicle (road)",Speech; Whir,0.973,1,7,2
Y1G4aDTUuo7g,"Speech; Radio; Narration, monologue",Radio,0.914,1,3,1
Y1g6sdWOc9k4,Stream; Waterfall; Water,Stream,1.013,1,3,1
Y1G6wtnmdZhE,Music; Speech; Skidding; Groan; Car; Vehicle,Car passing by,1.068,0,6,1
Y1g7sOtOiSRo,Change ringing (campanology); Church bell; Bell; Music,Change ringing (campanology),1.029,1,4,1
Y1g9FuuIIs84,Tick-tock; Tick,Creak,0.892,0,2,1
Y1garMoYilAY,Speech; Music; Chatter,Speech; Rustling leaves,0.951,1,3,2
Y1gDNqOQFopY,Music; Musical instrument; Singing; Banjo; Bluegrass; Country; Speech; Guitar; Plucked string instrument; Yodeling,Singing; Yodeling; Music,0.983,3,10,3
Y1GFclDpGhu0,"Speech; Dishes, pots, and pans; Cap gun; Inside, small room; Cutlery, silverware",Speech; Bouncing,1.020,1,5,2
Y1ghXWnSJibU,"Bicycle bell; Music; Marimba, xylophone; Ringtone; Glockenspiel; Telephone bell ringing; Mallet percussion; Bell; Chime",Bicycle bell; Ding-dong,0.526,1,9,2
Y1GMWn4IxVro,Frying (food); Sizzle; Speech; Music; Stir,Frying (food); Sizzle,0.937,2,5,2
Y1GrCbwZIbwM,"Speech; Sink (filling or washing); Water tap, faucet; Water; Inside, small room; Blender; Frying (food)","Water; Water tap, faucet; Bathtub (filling or washing)",1.002,2,7,3
Y1GwY2n4HIM0,Speech,Speech; Sniff,0.957,1,1,2
Y1hABzqBHh7w,Music; Singing; Speech,Singing; Music; Music of Latin America; Ska,0.990,2,3,4
Y1HayoASR-54,"Vehicle; Car; Race car, auto racing; Tire squeal; Motor vehicle (road); Accelerating, revving, vroom; Car passing by; Medium engine (mid frequency)",Vehicle; Car; Tire squeal; Medium engine (mid frequency),1.039,4,8,4
Y1hba9jmspEQ,"Speech; Inside, small room","Speech; Female speech, woman speaking; Scissors",0.991,1,2,3
Y1hC6crefz0s,Music; Scary music,Music; Theme music; Video game music; Tick,0.963,1,2,4
Y1hDTYgABDRg,Music; Speech; Vehicle,Synthetic singing; Music,0.918,1,3,2
Y1heMbyumHAo,Music; Music of Africa; Reggae; Speech,Music; Rhythm and blues; Music of Africa,0.930,2,4,3
Y1hIg-Lsvc7Q,"Vehicle; Car; Traffic noise, roadway noise; Speech","Vehicle; Car; Bus; Traffic noise, roadway noise; Accelerating, revving, vroom",1.011,3,4,5
Y1hJnxzlxnQs,Music; Angry music; Vehicle; Heavy metal; Emergency vehicle; Siren,Car passing by,1.006,0,6,1
Y1hknEtsmdOc,Speech; Music,Car passing by,0.967,0,2,1
Y1hMZbDz2KH8,"Fire alarm; Vehicle; Speech; Buzzer; Smoke detector, smoke alarm; Alarm",Fire alarm,1.020,1,6,1
Y1HNGJDppKG0,"Speech; Chatter; Music; Inside, public space; Hubbub, speech noise, speech babble",Speech; Chatter,1.014,2,5,2
Y1HOdnni3Fl4,Lawn mower; Engine; Jackhammer; Vehicle; Power tool; Tools,Jackhammer,1.029,1,6,1
