video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y0N17tEW_WEU,Speech; Speech synthesizer,"Speech; Narration, monologue",2.131,1,2,2
Y0N3-lCzOQPI,Frog; Croak,Frog; Croak,2.057,2,2,2
Y0N6S5OoG7Vg,Emergency vehicle; Vehicle; Speech; Siren; Ambulance (siren); Police car (siren); Car,Wind; Wind noise (microphone); Fire,2.323,0,7,3
Y0N9EN0BEjP0,"Vehicle; Train; Rail transport; Bus; Railroad car, train wagon; Truck","Vehicle; Truck; Bus; Traffic noise, roadway noise",2.352,3,6,4
Y0NMnJXcrhPo,"Whack, thwack","Whoosh, swoosh, swish",2.144,0,1,1
Y0noFcocWRzw,Glass; Breaking; Shatter; Music,Glass; Breaking,2.191,2,4,2
Y0NW8rsCj6xQ,Ping; Speech; Bouncing,Ping,2.123,1,3,1
Y0NZLG7HMiLg,"Machine gun; Vehicle; Gunshot, gunfire; Wind noise (microphone)",Wind; Wind noise (microphone); Fire,2.064,1,4,3
Y0O-gZoirpRA,"Vehicle; Car; Race car, auto racing; Music; Tire squeal; Car passing by; Skidding; Motor vehicle (road)",Car; Reversing beeps,2.047,1,8,2
Y0OFlTh2_Obo,"Animal; Dog; Domestic animals, pets; Speech; Bow-wow; Howl; Yip; Whimper (dog); Hoot; Owl","Speech; Yip; Bow-wow; Canidae, dogs, wolves",2.027,3,10,4
Y0OhqyNGlJYE,Wood; Hammer,Knock,2.120,0,2,1
Y0oI0BvmTLvA,Alarm clock; Music; Doorbell; Clock,Music; Alarm clock; Clock,2.124,3,4,3
Y0Olm321vgk8,Music; Singing; Gospel music; Musical instrument; Tambourine,Male singing; Music,2.110,1,5,2
Y0onKcFY1Tu0,Frog; Croak,Frog; Croak,2.038,2,2,2
Y0oudYrPGNN8,"Speech; Music; Doorbell; Inside, small room; Ding-dong",Music; Doorbell,2.093,2,5,2
Y0OY8XXZ98rw,Music; Heavy metal; Angry music; Progressive rock; Punk rock; Rock and roll; Grunge,Male singing; Synthetic singing; Music,2.120,1,7,3
Y0OYlHvyfNk4,Music; Ska; Maraca; Rattle (instrument); Musical instrument; Singing,Music; Swing music; Funk; Music of Latin America; Music of Africa; Ska,2.088,2,6,6
Y0p7J0O8ew0k,Speech; Vehicle; Engine; Idling; Truck; Vibration; Light engine (high frequency),Speech; Crack,2.060,1,7,2
Y0pewITE1550,Percussion; Music; Wood block; Drum; Drum roll; Snare drum; Tubular bells; Bass drum; Musical instrument,Music; Roll,2.122,1,9,2
Y0pHPUaSSEWc,"Fusillade; Speech; Gunshot, gunfire; Machine gun",Fusillade,2.148,1,4,1
Y0pHTgC1Frnw,"Music; Vibraphone; Marimba, xylophone; Glockenspiel; Musical instrument; Mallet percussion; Percussion; Piano","Tubular bells; Mallet percussion; Marimba, xylophone; Glockenspiel",2.024,3,8,4
Y0PHUQku2P5I,Opera; Music; Classical music; Singing; Orchestra; Choir,Choir; Music; Opera; Song,2.104,3,6,4
Y0PKdFG3iB8w,Music; Sitar; Tabla; Musical instrument; Applause; Carnatic music; Classical music; Percussion; Plucked string instrument,Percussion; Drum; Tabla,2.098,2,9,3
Y0pLgOm0xgjY,"Music; Smash, crash; Whack, thwack; Boom","Smash, crash",2.075,1,4,1
Y0PMFAO4TIU4,Music; Music of Africa; Afrobeat,Music; Jazz,2.184,1,3,2
Y0PQYNtIBVf4,"Vehicle; Aircraft; Propeller, airscrew; Helicopter; Aircraft engine; Fixed-wing aircraft, airplane; Engine; Jet engine",Jet engine; Engine; Idling,2.111,2,8,3
Y0pyk5xo7XAI,"Vehicle; Car; Accelerating, revving, vroom; Outside, urban or manmade; Motorcycle; Race car, auto racing; Motor vehicle (road)",Rustle,2.081,0,7,1
Y0pYpyy1VXdM,"Speech; Children playing; Child speech, kid speaking; Bird; Animal; Outside, urban or manmade","Speech; Child speech, kid speaking; Bird; Squawk; Outside, rural or natural",2.162,3,6,5
Y0q1wOYCfLlQ,Steam whistle; Steam; Train whistle; Hiss; Vehicle; Train; Rail transport,Steam; Steam whistle,2.092,2,7,2
Y0QabiRBcEKc,Speech; Pink noise; Waterfall; Vehicle,"Speech; Male speech, man speaking; Pink noise",2.057,2,4,3
Y0QdEYUt4LL8,"Speech; Boiling; Inside, small room; Water; Liquid",Fire,2.030,0,5,1
Y0qDs_aC0LwI,Music; Scratch; Scratching (performance technique); Electronic music,Mouse; Music,2.073,1,4,2
Y0QqQ1j1vBgw,"Speech; Music; Vehicle; Aircraft; Helicopter; Propeller, airscrew; Fixed-wing aircraft, airplane; Aircraft engine","Speech; Music; Vehicle; Aircraft; Propeller, airscrew; Fixed-wing aircraft, airplane; Engine",2.077,6,8,7
Y0QSPtpp1HN8,Organ; Hammond organ; Keyboard (musical); Music; Musical instrument; Piano; Electronic organ; Electric piano,Keyboard (musical); Piano; Organ; Hammond organ,2.041,4,8,4
Y0QTme5iyg4A,"Speech; Explosion; Firecracker; Burst, pop; Outside, urban or manmade; Fireworks",Speech; Explosion,2.116,2,6,2
Y0QYedLfOwcI,"Speech; Fart; Domestic animals, pets; Animal; Dog; Inside, small room",Speech; Fart,2.051,2,6,2
Y0qZ54ovyEWQ,"Speech; Telephone bell ringing; Telephone; Inside, small room; Ringtone","Speech; Telephone dialing, DTMF; Inside, small room",2.120,2,5,3
Y0R6KIVvlyfQ,"Speech; Female speech, woman speaking; Conversation; Narration, monologue; Male speech, man speaking",Hum; Mains hum,2.064,0,5,2
Y0R85JknaH-w,"Speech; Splash, splatter; Water; Child speech, kid speaking; Stream","Speech; Splash, splatter",2.227,2,5,2
Y0rbUCEM20aw,"Speech; Music; Whoosh, swoosh, swish",Speech; Bang,2.273,1,3,2
Y0RcMzUdXDRQ,Music; Music for children; Singing; Guitar; Musical instrument; Country,Music; Jazz; Dance music,2.080,1,6,3
Y0Rg7tKJWk2w,"Speech; Vehicle; Boat, Water vehicle; Gurgling; Stream",Speech; Gurgling,2.099,2,5,2
Y0RgGrVklaao,Boom; Music; Explosion; Eruption; Fire,Music; Boom,2.102,2,5,2
Y0RGXyIbiHa4,Vehicle,Rattle,2.047,0,1,1
Y0RJa3t8qZS4,Music; Rapping; Hip hop music,Rapping; Music; Hip hop music; Music of Africa,2.141,3,3,4
Y0Rjyih3W0Is,"Flute; Music; Wind instrument, woodwind instrument; Musical instrument","Wind instrument, woodwind instrument; Flute",2.141,2,4,2
Y0RMYLychMXc,Speech; Music; Vehicle; Basketball bounce; Car,"Hubbub, speech noise, speech babble",2.123,0,5,1
Y0rNQE7fccQg,Reversing beeps; Vehicle; Truck; Speech; Air brake,Vehicle; Air brake,2.134,2,5,2
Y0Rp0mQTZF2o,Speech; Music; Whale vocalization; Sonar,Speech; Music; Gurgling,2.121,2,4,3
Y0rqmPdr352Q,"Speech; Music; Honk; Animal; Quack; Goose; Duck; Outside, rural or natural; Environmental noise",Rattle; Rattle (instrument),2.059,0,9,2
Y0Rt6sNb3P8o,Theremin; Music; Musical instrument,Scary music,2.227,0,3,1
Y0RyzdrZgrus,Music; Speech,"Speech; Music; Burst, pop",2.136,2,2,3
Y0rz3h0ghprk,"Speech; Crunch; Crumpling, crinkling; Inside, small room; Tearing; Crack","Speech; Crumpling, crinkling",2.228,2,6,2
Y0rzB4A1PjnA,"Clicking; Speech; Inside, small room",Clicking,2.365,1,3,1
Y0RZRFj7zDnQ,Cello; Double bass; Music; Bowed string instrument; Musical instrument,Bowed string instrument; Cello; Double bass,2.399,3,5,3
Y0s0Uy0-zBa0,"Music; Inside, small room",Music; Sidetone,2.227,1,2,2
Y0S2mvjzH_xQ,"Speech; Pour; Trickle, dribble; Outside, rural or natural",Environmental noise,2.232,0,4,1
Y0s6gEV9d52I,"Speech; Explosion; Burst, pop",Speech; Buzzer,2.138,1,3,2
Y0saogke2Mec,"Gunshot, gunfire; Music; Explosion; Fusillade; Boom; Artillery fire; Eruption; Machine gun","Thump, thud",2.151,0,8,1
Y0sE4JvKFpMI,Crowd; Cheering; Music; Children shouting; Speech,Speech; Slosh,1.883,1,5,2
Y0sfFYUPAANk,"Music; Smash, crash; Whack, thwack","Whoosh, swoosh, swish",2.137,0,3,1
Y0SLv6CmZas8,Speech; Music; Vehicle,Speech; Music; Rustling leaves,2.056,2,3,3
Y0slyl34xWug,"Speech; Vehicle; Stream; Boat, Water vehicle; Waves, surf; Ocean","Speech; Splash, splatter",2.111,1,6,2
Y0SNhAKyXtC8,Music; Zither; Plucked string instrument; Musical instrument; Pizzicato; Guitar; Mandolin; Harp,Music; Traditional music,2.071,1,8,2
Y0SnjS2w_c80,Music; Didgeridoo; Musical instrument,Music; Didgeridoo,2.084,2,3,2
Y0soVCtJgDTk,Music,Music; Single-lens reflex camera,2.112,1,1,2
Y0sPVAP17w2U,"Music; Sad music; Violin, fiddle; Musical instrument; Theremin",Music; New-age music,2.017,1,5,2
Y0ssOpzqkojU,Music; Piano; Electric piano; Keyboard (musical); Musical instrument; Theremin,Keyboard (musical); Harpsichord,2.166,1,6,2
Y0sstijfm2nM,Crowd; Children shouting; Music; Cheering; Speech; Whoop,"Shout; Singing; Music; Inside, large room or hall; Inside, public space",2.052,1,6,5
Y0sYXPO7lzco,"Speech; Vehicle; Car; Music; Traffic noise, roadway noise; Truck",Speech; Music; Vehicle; Bicycle,2.119,3,6,4
Y0tgNg0MHgxc,"Speech; Music; Thunk; Thump, thud",Wood; Splinter,2.054,0,4,2
Y0TiEO149Ydc,Music; Guitar; Plucked string instrument; Musical instrument; Singing; Female singing; Acoustic guitar; Strum; Child singing; Speech,Music; Jazz,2.156,1,10,2
Y0TKyCw1Ykq8,Scrape; Vehicle,Rustle,2.039,0,2,1
Y0toUq9UHCSA,"Vehicle; Engine; Aircraft; Jet engine; Heavy engine (low frequency); Propeller, airscrew; Idling; Fixed-wing aircraft, airplane","Vehicle; Propeller, airscrew",2.046,2,8,2
Y0trWdhSvab4,Music; Singing; Gospel music; Choir; Christian music,Clapping; Music,2.121,1,5,2
Y0TSOlaZXXM8,Bass guitar; Music; Musical instrument; Guitar; Plucked string instrument; Speech,Music; Musical instrument; Plucked string instrument; Guitar; Bass guitar; Tapping (guitar technique),2.109,5,6,6
Y0TV9zvfwFhs,Music; Rhythm and blues; Hip hop music; Soul music,Male singing; Synthetic singing; Music,2.088,1,4,3
Y0TvuLbDrd6g,"Animal; Duck; Domestic animals, pets; Speech; Bird; Dog; Quack; Goose",Animal; Goat,2.089,1,8,2
Y0U20V7Kh_kc,"Cutlery, silverware; Dishes, pots, and pans; Speech","Speech; Chink, clink",2.108,1,3,2
Y0u5dddSWuj8,"Bagpipes; Music; Wind instrument, woodwind instrument; Musical instrument","Wind instrument, woodwind instrument; Bagpipes",2.142,2,4,2
Y0U7mQ5GYMX8,Music; Tabla; Carnatic music; Middle Eastern music; Singing; Percussion; Drum; Classical music; Musical instrument; Music of Asia,Percussion; Tabla,2.034,2,10,2
Y0U9_6RyH3_M,"Animal; Mouse; Squeak; Rodents, rats, mice; Domestic animals, pets; Patter; Dog",Mouse,2.047,1,7,1
Y0Ubu4BqSWmU,Music; Rapping; Hip hop music; Speech,Music; Tender music,2.158,1,4,2
Y0UF1FHDPM1A,"Speech; Chuckle, chortle; Music; Snicker; Inside, small room; Slap, smack",Speech; Snicker,2.122,2,6,2
Y0unBNMBYhwQ,"Music; Speech; Jingle, tinkle; Chime",Speech; Music; Crunch,1.972,2,4,3
Y0V7-w8K3Fgw,"Speech; Child speech, kid speaking; Inside, small room; Music","Speech; Chink, clink",1.870,1,4,2
Y0VCK8rLKXKA,Music; Guitar; Musical instrument; Plucked string instrument; Acoustic guitar; Strum; Singing; Lullaby,Flamenco,2.065,0,8,1
Y0vFPs6XsU_Q,Music; Singing; Music of Asia; Pop music,Male singing; Female singing; Music,2.043,1,4,3
Y0vg9qxNKXOw,Arrow; Speech; Slam,Speech; Skateboard; Slam,2.141,2,3,3
Y0VjPCd62oKg,Quack; Duck; Music; Animal,Duck; Music,2.019,2,4,2
Y0VnKeRijmM8,"Speech; Music; Shatter; Breaking; Chink, clink","Smash, crash",2.024,0,5,1
Y0vSmiq7CrCk,"Neigh, whinny; Horse; Animal; Clip-clop","Animal; Horse; Neigh, whinny",2.087,3,4,3
Y0vXqf9ix8LE,Insect; Cricket; Speech; Music; Frog; Animal,Insect; Cricket,2.075,2,6,2
Y0W1sNicXboU,"Speech; Music; Splash, splatter; Neigh, whinny; Horse; Water","Speech; Music; Water; Splash, splatter",2.004,4,6,4
Y0w7pCxwXzVc,Speech,Wind; Wind noise (microphone); Fire,2.093,0,1,3
Y0wgqpjfTmJI,"Speech; Music; Sewing machine; Inside, small room",Speech; Music; Zipper (clothing),2.075,2,4,3
Y0Wkk9iNzA9c,"Animal; Domestic animals, pets; Dog; Bark; Growling; Rattle (instrument); Inside, small room; Rattle; Bow-wow; Yip","Animal; Domestic animals, pets; Dog; Growling; Canidae, dogs, wolves",2.099,4,10,5
Y0wM_qR6Yihk,Music; Musical instrument; Drum kit; Drum; Guitar; Plucked string instrument; Bass drum; Percussion; Snare drum; Jazz,Swing music,2.049,0,10,1
Y0wp4JNMogzQ,"Music; Piano; Keyboard (musical); Musical instrument; Electric piano; Glockenspiel; Marimba, xylophone; Mallet percussion",Tubular bells,2.035,0,8,1
Y0wYi8B9PXDY,Mantra; Humming; Music; Chant,Humming; Music; Beatboxing,1.974,2,4,3
Y0wzsE67O5tE,Music; Guitar; Musical instrument; Plucked string instrument; Electric guitar; Acoustic guitar; Strum; Blues; Drum; Bass guitar,Music; Musical instrument; Plucked string instrument; Ukulele,1.998,3,10,4
Y0x82_HySIVU,Music; Animal; Horse,Music; Vehicle; Bicycle,2.127,1,3,3
Y0x9TnOQ5Nhw,"Bird; Pigeon, dove; Coo; Speech; Bird vocalization, bird call, bird song; Inside, small room; Outside, rural or natural; Chirp, tweet; Animal","Bird; Bird vocalization, bird call, bird song; Pigeon, dove; Coo",2.009,4,9,4
Y0xDlT_u31fg,"Emergency vehicle; Vehicle; Police car (siren); Siren; Fire engine, fire truck (siren); Car; Truck; Ambulance (siren); Motor vehicle (road)","Emergency vehicle; Fire engine, fire truck (siren); Siren",2.030,3,9,3
Y0Xe2zCJNjvk,"Speech; Electric shaver, electric razor; Vehicle",Speech; Buzz,2.110,1,3,2
Y0XeH2s-LzZE,Speech; Plop; Knock,Speech; Music; Bouncing,1.999,1,3,3
Y0XFFOBzJ3aw,Music; Carnatic music; Flute; Singing; Music of Bollywood,"Wind instrument, woodwind instrument; Flute",2.096,1,5,2
Y0xGoUJpt6eQ,"Stomach rumble; Heart sounds, heartbeat",Stomach rumble,1.996,1,2,1
Y0xm_4yGhHjc,Speech; Animal,Squeal,2.020,0,2,1
Y0XSNrKgA94g,Music; Speech; Rain; Thunder,Thunderstorm; Thunder,2.091,1,4,2
Y0XTWdzBttaU,Silence; Music,Sidetone,2.041,0,2,1
Y0XxinBtKouQ,Music; Bluegrass; Banjo; Country; Musical instrument; Guitar; Plucked string instrument; Singing,Music; Banjo; Rock and roll; Country; Bluegrass,2.121,4,8,5
Y0Y8TTBlRKkQ,"Speech; Pink noise; Stream; Waterfall; Rain; Outside, rural or natural",Waterfall,2.127,1,6,1
Y0Ycad70UNwE,Speech; Music; Male singing; Synthetic singing,Speech; Synthetic singing; Music,2.017,3,4,3
Y0YIWrXgCjiM,Music; Crowd; Battle cry; Singing; Speech; Jingle (music),Choir; Male singing; Child singing; Music,2.077,1,6,4
Y0YI_WYJVv2M,Sawing; Wood; Tools; Power tool; Drill; Rub; Chainsaw,Bleat; Sheep,1.987,0,7,2
Y0ylr6p_m4p0,"Speech; Crumpling, crinkling; Inside, small room; Tearing; Crunch","Speech; Crunch; Inside, small room",2.019,3,5,3
Y0yRQSlu-ooc,Music; Skateboard,Music; Zipper (clothing),2.103,1,2,2
Y0YsC6M4GFoc,"Speech; Explosion; Music; Burst, pop; Outside, urban or manmade; Artillery fire; Gunshot, gunfire",Speech; Bang,2.067,1,7,2
Y0yT6ihPVX54,Music; Theme music,Music; Bang,2.154,1,2,2
Y0yTfnhm-Ny0,"Speech; Run; Animal; Walk, footsteps; Horse",Speech; Crack,2.142,1,5,2
Y0YTieIiZNN4,"Machine gun; Gunshot, gunfire; Speech; Cap gun","Gunshot, gunfire; Machine gun",2.086,2,4,2
Y0yxJzCQW5zI,Whispering; Speech,Whispering,2.008,1,2,1
Y0Z760XNy4VM,Speech; Radio,Speech; Mouse,2.109,1,2,2
Y0ZAfYE4bgs8,"Speech; Telephone bell ringing; Boing; Music; Inside, small room","Speech; Telephone bell ringing; Inside, small room",2.077,3,5,3
Y0zDEut-yfis,"Patter; Dishes, pots, and pans; Cutlery, silverware; Speech",Chop,1.995,0,4,1
Y0zgffMTkGtU,"Speech; Female speech, woman speaking; Narration, monologue; Male speech, man speaking; Conversation",Speech; Shout,2.168,1,5,2
Y0ZN2HKsFg4A,Music; Speech; Synthesizer; Musical instrument; Sonar,"Speech; Music; Sonar; Outside, urban or manmade",2.022,3,5,4
Y0zP9jebYSrk,"Music; Speech; Dial tone; Boing; Telephone dialing, DTMF",Speech; Sidetone,2.035,1,5,2
Y0_1BfYtffzg,Speech; Typewriter,Crushing,2.078,0,2,1
Y0_8-g2rof7E,"Heart murmur; Sidetone; Heart sounds, heartbeat","Heart sounds, heartbeat",2.027,1,3,1
Y0_9-dbUW0hU,Music; Musical instrument; Guitar; Plucked string instrument,Music; Musical instrument; Theremin,2.099,2,4,3
Y0_B2YnBAz3A,"Speech; Music; Throat clearing; Guitar; Plucked string instrument; Sneeze; Inside, small room",Speech; Sneeze; Music,2.053,3,7,3
Y0_FFqLukmHk,Sneeze; Speech,Sneeze,2.004,1,2,1
Y0_gci63CtFY,"Emergency vehicle; Fire engine, fire truck (siren); Siren; Vehicle; Truck; Ambulance (siren); Police car (siren); Motor vehicle (road); Air horn, truck horn; Speech","Speech; Air horn, truck horn",2.116,2,10,2
Y0_O6nVfnCH8,"Speech; Splash, splatter; Child speech, kid speaking; Water; Children playing; Slosh","Speech; Child speech, kid speaking; Splash, splatter",2.024,3,6,3
Y0_XItMAYkwc,Music; Speech; Funk,Music; Jazz,2.083,1,3,2
Y1-feQHDL-Qo,Speech; Pink noise; Waterfall,Stream; Waterfall,2.107,1,3,2
Y1-TnkdEPXEw,Snoring,Snoring,2.043,1,1,1
Y1-WyAvPxqDM,Speech; Plop; Music,Speech; Plop,2.068,2,3,2
Y1-Y9kafYuqQ,Music; Electronic music; Scratching (performance technique); Dubstep; Techno,Music; Scratch,2.000,1,5,2
Y1-z7wzzstMs,"Vehicle; Car; Race car, auto racing; Tire squeal; Accelerating, revving, vroom; Car passing by",Scrape,2.073,0,6,1
Y1a-ODBWMUAE,"Pink noise; Waves, surf; Ocean",Waterfall,2.131,0,3,1
Y1A4faLHDx_U,Speech; Plop,Silence,2.096,0,2,1
Y1ACn3u5UnBw,Music; Organ; Singing; Hammond organ; Electronic organ,Male singing; Music,2.183,1,5,2
Y1aigfM5Tmqk,Music; Jingle bell; Speech; Yodeling; Singing,Yodeling,2.090,1,5,1
Y1Aokrz07aSA,Gasp,Pant,2.247,0,1,1
Y1aZKmCUlXrY,"Animal; Dog; Domestic animals, pets; Bark; Music; Bow-wow; Ding-dong; Ding; Doorbell; Clang",Flap,2.280,0,10,1
Y1aZrc1oTbIo,Speech; Water; Pour; Liquid; Fill (with liquid),Speech; Water; Pour,2.205,3,5,3
Y1a_nvi4sW64,Music; Music of Asia; Pop music; Singing; Disco; Funk,Music; Pop music; Disco; Dance music,2.184,3,6,4
Y1B-RuZgSqf8,Raindrop; Rain on surface; Rain; Water,Raindrop,2.175,1,4,1
Y1bbyaXEVouE,Choir; Singing; Music; A capella; Chant; Gospel music,Choir; A capella; Crackle,2.043,2,6,3
Y1bIH_Qh_clk,Frog; Croak; Music,Frog; Croak,2.088,2,3,2
Y1bKf5nrT4DQ,"Speech; Toot; Vehicle; Vehicle horn, car horn, honking; Car; Outside, urban or manmade; Motor vehicle (road)","Speech; Air horn, truck horn",2.065,1,7,2
Y1bSP4wLfMpA,Music; Timpani; Speech; Scary music,Music; Scary music,2.109,2,4,2
Y1btWmt9io-Y,Keys jangling; Speech; Vehicle; Car,Speech; Vehicle; Motor vehicle (road); Car; Keys jangling,2.171,4,4,5
Y1BVSYfNCcv0,Music; Musical instrument; Singing; Guitar; Independent music,Music; Wedding music,2.060,1,5,2
Y1BYZiONhW3c,A capella; Singing; Choir; Female singing; Vocal music; Music,Singing; Choir; Vocal music; A capella,2.050,4,6,4
Y1cCg1Y7zDnM,Drip; Water,"Thunk; Inside, small room",2.144,0,2,2
Y1ceaatuz77k,"Explosion; Burst, pop; Artillery fire; Gunshot, gunfire; Eruption",Bang,1.975,0,5,1
Y1CGx8zxQFx4,Speech; Music,Speech; Rapping; Music; Television,2.058,2,2,4
Y1cqcTbDxsHM,Music; Electronic music; Synthesizer; Dubstep; Sonar,Music; Theremin,2.078,1,5,2
Y1CRvPsMwqrc,"Speech; Boat, Water vehicle; Vehicle; Rowboat, canoe, kayak; Sailboat, sailing ship; Wind; Wind noise (microphone)",Speech; Duck; Quack,2.105,1,7,3
Y1cwGW0cBdRs,"Music; Musical instrument; Theremin; Guitar; Steel guitar, slide guitar; Plucked string instrument",Music; Theremin,2.040,2,6,2
Y1cwOR9WGLOw,Music; Chop,Chopping (food),2.097,0,2,1
Y1cxvg7qu0G0,"Speech; Firecracker; Fireworks; Explosion; Burst, pop; Outside, urban or manmade",Speech; Firecracker,2.086,2,6,2
Y1D4LxbOVn1I,"Speech; Dog; Animal; Domestic animals, pets; Bow-wow; Bark; Yip; Whimper (dog); Canidae, dogs, wolves","Speech; Animal; Domestic animals, pets; Dog; Yip; Bow-wow; Whimper (dog)",2.121,7,9,7
Y1D6UsaTflJ8,"Speech; Music; Bird; Pigeon, dove; Coo; Bird flight, flapping wings; Outside, rural or natural; Chirp, tweet; Inside, small room; Bird vocalization, bird call, bird song","Bird flight, flapping wings",2.150,1,10,1
Y1De-OI8YG-M,Thunder; Thunderstorm; Rain; Rain on surface; Raindrop,Thunderstorm; Thunder; Rain; Rain on surface,2.060,4,5,4
Y1dEobByUDYo,Musical instrument; Guitar; Music; Plucked string instrument; Speech; Acoustic guitar; Strum,Speech; Music; Jingle (music),1.965,2,7,3
Y1dH-lZ8TNLU,Fowl; Gobble; Turkey,"Fowl; Turkey; Gobble; Bird; Bird vocalization, bird call, bird song",1.982,3,3,5
Y1DNoynuGLV4,Music; Cash register,Music; Cash register,2.079,2,2,2
Y1doTwVszic8,Vehicle; Speech; Car; Motor vehicle (road),Speech; Gurgling,2.105,1,4,2
Y1DS0AE3vTwA,"Speech; Music; Child speech, kid speaking; Jingle, tinkle",Speech; Music; Bell,2.089,2,4,3
Y1dt9eL2rmSY,"Music; Animal; Whale vocalization; Theremin; Wild animals; Roaring cats (lions, tigers); Roar; Musical instrument",Whale vocalization; Music,2.021,2,8,2
Y1DWt70gTqHc,Dial tone; Speech; Music; Sidetone,Speech; Music; Busy signal,2.096,2,4,3
Y1dyFP4MGkIM,"Vehicle; Car; Race car, auto racing; Skidding; Tire squeal; Motor vehicle (road)",Vehicle; Motor vehicle (road); Car; Skidding,2.077,4,6,4
Y1dzwFnXJ7_E,Tuning fork; Sine wave,Tuning fork,2.036,1,2,1
Y1e0_4dwF9A4,"Animal; Roaring cats (lions, tigers); Wild animals; Roar; Bird vocalization, bird call, bird song; Goose; Bird; Honk",Fowl; Goose; Honk,2.077,2,8,3
Y1edm2kNMYZs,Wood; Splinter; Vehicle; Chop,Wood; Splinter,2.056,2,4,2
Y1ED_uNM-KfE,"Train; Rail transport; Railroad car, train wagon; Train horn; Vehicle; Clickety-clack; Train whistle; Outside, urban or manmade; Steam whistle",Train whistle,2.111,1,9,1
Y1EEy-aXHzRI,"Speech; Music; Pour; Trickle, dribble; Vehicle; Boat, Water vehicle","Trickle, dribble",2.104,1,6,1
Y1EH6atYydBc,Engine; Vehicle; Electric toothbrush,Lawn mower,2.038,0,3,1
Y1EiNSiO0UvU,"Animal; Wild animals; Cricket; Insect; Outside, rural or natural",Sneeze; Animal,2.076,1,5,2
Y1ENC2smc8Ig,Printer; Boom,Printer,2.140,1,2,1
Y1eP5LSjyge0,Hair dryer; Vehicle,Hair dryer,2.064,1,2,1
Y1ETrMAVZdY8,"Bird; Bird flight, flapping wings; Pigeon, dove; Coo; Bird vocalization, bird call, bird song; Chirp, tweet","Bird; Bird vocalization, bird call, bird song; Chirp, tweet; Pigeon, dove; Coo",2.023,5,6,5
Y1EuGaYmvlXM,Goose; Honk; Fowl; Speech,Fowl; Goose; Honk,2.009,3,4,3
Y1EWkwWXwI1g,Firecracker; Fireworks; Explosion,Speech; Firecracker,2.074,1,3,2
Y1EZ1_l3MpWw,"Whack, thwack; Slap, smack; Whip","Slap, smack",1.547,1,3,1
Y1F-jIu9oy6A,"Speech; Splash, splatter; Vehicle; Slosh; Rowboat, canoe, kayak; Boat, Water vehicle; Water; Outside, rural or natural","Speech; Splash, splatter",2.055,2,8,2
Y1f-L1M-S6RQ,"Vehicle; Speech; Car; Race car, auto racing; Boat, Water vehicle; Motorboat, speedboat; Tire squeal","Speech; Vehicle; Tire squeal; Race car, auto racing; Accelerating, revving, vroom; Flap",2.017,4,7,6
Y1F23RciUwDE,"Vehicle; Engine starting; Car; Engine; Speech; Accelerating, revving, vroom; Medium engine (mid frequency); Idling",Vehicle; Aircraft; Engine; Engine starting,2.047,3,8,4
Y1F3_bvIT0ig,"Vehicle; Car; Music; Race car, auto racing; Tire squeal; Skidding; Guitar; Plucked string instrument; Musical instrument; Motor vehicle (road)",Car passing by,1.917,0,10,1
Y1F8hWMEtlZM,"Vehicle; Speech; Car; Engine; Accelerating, revving, vroom",Static,1.979,0,5,1
Y1F9zCsJyw6k,"Vehicle; Car; Speech; Skidding; Police car (siren); Race car, auto racing; Emergency vehicle; Siren; Motor vehicle (road)",Emergency vehicle; Police car (siren); Siren,2.060,3,9,3
Y1FbxStVuFYU,Music; Boom; Eruption; Explosion,"Burst, pop",2.001,0,4,1
Y1fD5B_VGkQk,"Smash, crash; Music; Boom; Whack, thwack; Speech","Smash, crash",2.068,1,5,1
Y1fDGejVDAHU,Chainsaw; Sawing; Wood; Power tool,Chainsaw,2.042,1,4,1
Y1FnA3w94zXI,"Music; Musical instrument; Guitar; Plucked string instrument; Electric guitar; Tapping (guitar technique); Strum; Inside, small room",Music; Electric guitar; Tapping (guitar technique),2.040,3,8,3
Y1fSsCqTeqYM,"Dial tone; Speech; Telephone; Inside, small room",Speech; Dial tone,2.001,2,4,2
Y1FU5odlgLmo,Music; Banjo; Musical instrument; Plucked string instrument; Mandolin; Bluegrass; Country,Yip; Music; Mandolin; Bluegrass,2.074,3,7,4
Y1fwLpj3yVmU,Music; Mantra; Singing; Carnatic music; Chant; Vocal music,"Synthetic singing; Music; Outside, urban or manmade",2.011,1,6,3
Y1g0vAT8GHt0,"Speech; Vehicle; Car; Motor vehicle (road); Outside, urban or manmade",Speech; Whir,2.156,1,5,2
Y1G4aDTUuo7g,"Speech; Radio; Telephone; Inside, small room; Conversation",Radio,2.060,1,5,1
Y1g6sdWOc9k4,Stream; Waterfall,Stream,2.081,1,2,1
Y1G6wtnmdZhE,Speech; Music; Vehicle; Car,Car passing by,2.141,0,4,1
Y1g7sOtOiSRo,Change ringing (campanology); Church bell; Bell,Change ringing (campanology),2.025,1,3,1
Y1g9FuuIIs84,"Speech; Inside, small room; Mechanical fan",Creak,2.069,0,3,1
Y1garMoYilAY,"Speech; Hubbub, speech noise, speech babble; Outside, urban or manmade",Speech; Rustling leaves,2.066,1,3,2
